"","index","UAG","OUG","CV Sh.","Total Shrinkage"
"103","11/06/2007",13918259,2550384,125643,16594286
"104","12/06/2007",13227268,3357717,167398,16752383
"105","13/06/2007",2736192,3559042,921529,7216763
"106","14/06/2007",-8779507,3503539,963734,-4312234
"107","15/06/2007",3081336,3338150,-214599,6204887
"108","16/06/2007",25455305,3684227,-132451,29007081
"109","17/06/2007",-20019395,4973705,-142355,-15188045
"110","18/06/2007",10681986,4788306,333673,15803965
"111","19/06/2007",11006225,4179298,-103825,15081698
"112","20/06/2007",-925322,4146030,-372057,2848651
"113","21/06/2007",17807977,4274661,111485,22194123
"114","22/06/2007",14391375,3838292,-59943,18169724
"115","23/06/2007",15175875,3155629,-107327,18224177
"116","24/06/2007",9176235,4407983,97951,13682169
"117","25/06/2007",16242635,3083646,101235,19427516
"118","26/06/2007",7742865,3645750,-238380,11150235
"119","27/06/2007",-5087114,3805079,60069,-1221966
"120","28/06/2007",5490617,4490655,-256097,9725175
"121","29/06/2007",7073758,4434416,471704,11979878
"122","30/06/2007",-4662652,5793870,-97629,1033589
"123","01/07/2007",26058081,7170362,132567,33361010
"124","02/07/2007",389576,7693697,-170204,7913069
"125","03/07/2007",7183420,6860634,160209,14204263
"126","04/07/2007",16781026,7841696,2568,24625290
"127","05/07/2007",-231311,7191524,-250741,6709472
"128","06/07/2007",3908672,6286507,26907,10222086
"129","07/07/2007",2961241,7445215,-34749,10371707
"130","08/07/2007",7206463,8435307,1359621,17001391
"131","09/07/2007",10296991,7135929,-171860,17261060
"132","10/07/2007",7175076,6659071,201464,14035611
"133","11/07/2007",11867603,6860419,351237,19079259
"134","12/07/2007",4031454,5445474,98475,9575403
"135","13/07/2007",7070537,5163102,579827,12813466
"136","14/07/2007",11670777,6772333,1080643,19523753
"137","15/07/2007",-3635864,6576998,658545,3599679
"138","16/07/2007",11573382,6309240,1507768,19390390
"139","17/07/2007",6238409,7237764,399637,13875810
"140","18/07/2007",17991497,8829396,-270337,26550556
"141","19/07/2007",4730730,10329593,-358957,14701366
"142","20/07/2007",3749740,9028337,142870,12920947
"143","21/07/2007",7361556,8134198,103252,15599006
"144","22/07/2007",3666139,8095304,-26640,11734803
"145","23/07/2007",15085928,7708780,-347820,22446888
"146","24/07/2007",15945154,9479329,-70231,25354252
"147","25/07/2007",17223752,9146587,-208524,26161815
"148","26/07/2007",4231160,10186764,-153605,14264319
"149","27/07/2007",16413771,8881796,162464,25458031
"150","28/07/2007",75323,9597311,-62525,9610109
"151","29/07/2007",16142614,10206060,1612,26350286
"152","30/07/2007",11471639,9936726,-31112,21377253
"153","31/07/2007",3005838,10820266,-51167,13774937
"154","01/08/2007",10493461,11493023,-77823,21908661
"155","02/08/2007",-1247679,12258211,-174931,10835601
"156","03/08/2007",86346,10790789,-31216,10845919
"157","04/08/2007",-2262029,7837018,-10436,5564553
"158","05/08/2007",-2531862,8066453,-36171,5498420
"159","06/08/2007",-9719578,8693131,-106668,-1133115
"160","07/08/2007",2896579,9666899,-123713,12439765
"161","08/08/2007",-1538022,10065897,-127207,8400668
"162","09/08/2007",4995916,9900222,88235,14984373
"163","10/08/2007",-4193863,5915640,-267309,1454468
"164","11/08/2007",-4348711,5279511,37052,967852
"165","12/08/2007",3452991,5448801,-192432,8709360
"166","13/08/2007",722536,7336767,-3509,8055794
"167","14/08/2007",-10393932,8122983,121368,-2149581
"168","15/08/2007",-141896,7995848,-367451,7486501
"169","16/08/2007",-5261788,8765624,-81392,3422444
"170","17/08/2007",-1623133,8118796,-306774,6188889
"171","18/08/2007",-4110299,6301411,44636,2235748
"172","19/08/2007",-6758662,7768904,-61289,948953
"173","20/08/2007",-1349228,6440844,320437,5412053
"174","21/08/2007",-13096717,6893173,217918,-5985626
"175","22/08/2007",8797072,7957112,169102,16923286
"176","23/08/2007",11166560,7365723,-123701,18408582
"177","24/08/2007",291360,6371616,35523,6698499
"178","25/08/2007",-2269674,8823560,-236399,6317487
"179","26/08/2007",7187477,5798952,75356,13061785
"180","27/08/2007",20900381,6766691,-133743,27533329
"181","28/08/2007",8014894,7242185,692171,15949250
"182","29/08/2007",11671803,7116018,157794,18945615
"183","30/08/2007",-326833,7512909,-271978,6914098
"184","31/08/2007",12607769,9778929,-23288,22363410
"185","01/09/2007",7861810,7779254,-191053,15450011
"186","02/09/2007",9070978,9144304,-113012,18102270
"187","03/09/2007",18997183,8235259,63304,27295746
"188","04/09/2007",14710886,6784795,-123418,21372263
"189","05/09/2007",-3985261,9334058,-245805,5102992
"190","06/09/2007",-1035193,8765478,20610,7750895
"191","07/09/2007",12296302,7361071,7108,19664481
"192","08/09/2007",2876310,7289563,-24968,10140905
"193","09/09/2007",13703312,6902334,134402,20740048
"194","10/09/2007",-1550091,7136813,223677,5810399
"195","11/09/2007",18618858,7719212,-458929,25879141
"196","12/09/2007",-14121189,8465996,107945,-5547248
"197","13/09/2007",8419392,6330250,-224410,14525232
"198","14/09/2007",-9573386,6253612,321420,-2998354
"199","15/09/2007",4661265,6060617,67593,10789475
"200","16/09/2007",-2279210,4287069,-139242,1868617
"201","17/09/2007",-12976416,7237164,-153341,-5892593
"202","18/09/2007",22927113,6273533,-69256,29131390
"203","19/09/2007",-15266371,7045594,129611,-8091166
"204","20/09/2007",17482269,4914317,301681,22698267
"205","21/09/2007",-5505613,4582085,150241,-773287
"206","22/09/2007",-6819258,4751749,137362,-1930147
"207","23/09/2007",6733692,3905624,383156,11022472
"208","24/09/2007",-7351470,5184899,-179272,-2345843
"209","25/09/2007",7712911,4712975,-256913,12168973
"210","26/09/2007",-13722435,6711162,-32981,-7044254
"211","27/09/2007",12024668,7511803,695794,20232265
"212","28/09/2007",3770619,7600093,-868978,10501734
