"ApplicableFor","System Entry Energy, Aldbrough, D+2","System Entry Energy, Bacton-Perenco, D+1","System Entry Energy, Bacton-Shell, D+1","System Entry Energy, Bacton - BBL, D+2","System Entry Energy, Bacton Interconnector, D+2","System Entry Energy, BactonSeal, D+1","System Entry Energy, Barrow , D+2","System Entry Energy, Burton Point, D+2","System Entry Energy, Dragon, D+1","System Entry Energy, Easington-Langeled, D+1","System Entry Energy, Easington - Dimlington, D+2","System Entry Energy, GrainNTS1, D+1","System Entry Energy, GrainNTS2, D+1","System Entry Energy, HatfieldMoor, D+1","System Entry Energy, HillTop, D+2","System Entry Energy, Hole House Farm, D+2","System Entry Energy, Holford, D+2","System Entry Energy, Hornsea, D+2","System Entry Energy, Humbly Grove, D+2","System Entry Energy, Moffat Entry , D+2","System Entry Energy, Rough, D+2","System Entry Energy, South Hook, D+2","System Entry Energy, ST Fergus - Mobil, D+2","System Entry Energy, STFergus-NSMP, D+1","System Entry Energy, STFergus-Shell, D+1","System Entry Energy, Teesside-BP, D+1","System Entry Energy, Teesside-PX, D+1","System Entry Energy, Theddlethorpe, D+2","System Entry Energy, Stublach, D+2"
2018-01-17,22520558,142890750,117240639,376017200,274618682,160858333,0,20189444,30102018,816718209,74870411,0,0,3926111,880833,0,145339760,0,47676386,0,58797750,54961111,237630320,619201597,247434778,74044194,112966667,41897222,44422636
2018-01-18,30101220,55758056,115868834,396116577,350557059,156033333,0,19696944,30094624,817033528,73904342,425984,0,12818528,882222,0,199293152,0,64726669,1181927,75483527,54997224,230590064,499842361,252517194,74021167,114880000,42502778,93435364
2018-01-19,50807431,67808722,119782334,403157961,302457811,134527778,0,14051111,36121788,815740549,74821819,0,0,12932167,903333,0,233754176,27738731,71955831,27578,83217917,55013890,202720080,478590000,252517194,65098222,128877778,53894444,165418978
2018-01-20,35430585,71393167,118416667,403097901,509323472,0,0,7538889,36105263,819010879,72347208,0,0,12870250,22851102,0,132241656,23744595,66971389,13868,67385111,54936112,200979552,489830000,252517194,69624222,130171111,43375000,109544444
2018-01-21,22643035,58793778,93851917,403187991,502406930,118197222,0,17333333,36105560,818769914,72278439,0,0,12869194,0,0,35576040,14871398,65993056,0,89463612,55005557,190511936,5.36e+08,292039278,61335417,125548889,51766667,8273476
2018-01-22,8516198,17729139,133555077,396642445,382365101,144950000,0,19568611,27090508,814347686,73751933,0,0,12871083,1808610,0,11227,0,20728330,55275,0,55016666,194348416,5.36e+08,256393750,26027389,116864444,54141667,6513363
2018-01-23,77021,33564694,89136000,320404593,242563007,117775000,0,19061694,0,805055748,73152981,0,0,0,1533333,0,0,5905513,0,4358365,891976673,55066668,189360192,516153264,239931333,57560083,118242222,47566667,1189983
2018-01-24,20352633,98732333,117518195,320064168,234191903,144455556,17663950,16424444,0,815445026,71170847,0,0,2369417,0,0,6389760,8125000,40014444,878427,87970000,55005557,195436128,458003559,239931333,54614139,1.15e+08,48397222,2564545
2018-01-25,44846704,131723639,121024028,400059860,549134222,156072222,653782,20020944,16556318,816206124,73034883,0,0,16442750,24592768,0,24152746,6708282,57034167,0,83922278,55022223,195513664,292760651,238852472,42562000,117855556,46333333,17656678
2018-01-26,15844233,142169472,119888056,400520807,451173252,148825000,657080,5721111,0,816327309,73917536,0,0,12873222,22985269,0,0,732677,35769167,1265046,84729055,55197224,193594928,647160000,238852472,44899111,119775556,40863889,15673324
2018-01-27,23328835,141300028,119788223,229717797,229575108,146491667,26175384,16863333,0,805572856,75348375,0,0,0,0,0,0,12187510,0,11330536,78874083,54947222,200817008,596158767,237535722,65933417,122671111,41691667,88916
2018-01-28,1894636,144906528,120479056,136936632,207235473,142041667,38277783,9936667,0,816239276,73094592,0,0,0,0,0,0,29718730,0,13853144,85713306,55002776,232382352,602349601,235962111,61478944,122326667,43855556,6981551
2018-01-29,9208842,154799889,120954889,268794186,301360331,151072222,40374110,3341111,0,814596198,71132656,237568,0,0,0,0,0,27220678,11091389,0,83826667,55011109,236501248,655682188,237204361,64111861,121926667,39405556,112180
2018-01-30,21310405,149187639,120980695,371850034,187484932,161152778,39139921,13143333,0,682329005,69041811,172032,0,13016750,0,0,5789014,0,56994442,0,80511056,55130556,235815904,630704618,237442667,67332944,119280000,43725000,73915818
2018-01-31,459688,154156250,106405584,351788874,446932731,156066667,43299324,19978361,0,807147228,69262922,0,0,12924333,883333,0,0,0,0,752588,80956111,55047222,239934384,581999635,237510333,59920833,119062222,42269444,1278211
2018-02-01,13940199,154902778,118032723,228778550,486685092,157816667,54027746,17002222,0,817386629,71505522,0,0,12951222,0,0,9102,0,0,0,76508056,55030556,230096640,661610868,237599222,50132778,116846667,43994444,58352471
2018-02-02,19538070,151491556,115103362,231712218,596987229,152261111,48093394,7956667,0,816981997,70261617,0,0,12921667,4021110,0,11705458,14653550,46064164,423108,75655000,55019446,230096640,651980000,237599222,41380222,116888889,43247222,34434467
2018-02-03,98767,151041444,114776667,224968760,677537428,158625000,51163625,7357778,0,817390315,68334522,0,0,8503056,0,0,0,0,17716944,1780153,68346417,54866668,227478480,650690000,237599222,55402806,111128889,29369444,15787206
2018-02-04,2861411,145788444,123368778,226083875,710687588,148236111,45391924,20024861,0,701787474,68936733,0,0,4414306,0,0,0,10,33006667,3329628,0,55027779,231425008,648699097,223709917,58637639,108551111,43769444,16549197
2018-02-05,92067223,146255306,115931889,228778570,613725077,147605556,30642739,7011111,30106678,819231471,69799864,0,0,12840306,26451657,0,118529152,129201775,47980278,418179,74009694,55049998,235486816,664769444,223441278,58809722,114453333,24966667,80685009
2018-02-06,148132219,149435500,121492862,193874380,457515995,150786111,26906534,19404333,36081089,817703425,70601253,0,0,12394611,29006378,0,186226928,133907613,48965275,0,76114972,54986110,234369904,662323247,223441278,63206389,113928889,33052778,189403836
2018-02-07,160918470,115480639,121318334,291721231,511385286,90897222,37527033,15352306,50649734,817571083,70030681,0,0,12868139,35218598,0,169588048,130000040,47982500,0,0,55002776,128890096,610213160,223608194,53243389,114571111,49422222,212564683
2018-02-08,62974750,75447833,118760084,322886846,563547432,0,39295614,0,36120071,817592944,71037894,0,0,12913472,20600826,0,179659648,50582488,45989167,1021069,75531056,55019446,109491968,599053264,228675833,41997028,98106667,47141667,185953728
2018-02-09,29920276,76278667,118895723,228778570,523640888,34630556,32444444,5414444,0,817645374,72221989,0,0,12908000,40510540,0,68307632,38781189,45993611,1132729,0,54958335,186230192,626330000,228675833,50828667,112226667,46413889,147979690
2018-02-10,10432544,57668333,80716445,228778570,604109238,91061111,22857161,16206667,0,818492367,72788839,0,0,12886667,12344218,0,10672356,15938910,29053611,3832725,0,55030556,201295536,663361545,223851556,57998639,113933333,39905556,22364508
2018-02-11,7872762,109056528,107908611,232282074,607991580,130522222,12323270,19178889,0,817600034,70865464,0,31,12518944,0,0,4551,2895530,0,0,0,54997224,258445856,623485052,169805639,63316444,114146667,49127778,8700863
2018-02-12,6852690,132372639,123147084,228778570,606201717,141633333,19782094,8407778,36109943,820289358,69546219,0,0,11920861,1820833,0,62869048,4884518,30581111,92208,0,55091667,181610256,669006458,45352639,61300194,104286667,53827778,96811138
2018-02-13,11337218,142431806,120240112,232592311,576614044,142872222,41553643,5080000,9030626,820705791,64089016,0,88175658,11123306,34614709,0,42389052,35245517,35413611,0,0,54924999,250342144,667943125,114554944,64127917,105791111,50561111,77800131
2018-02-14,4693562,143652692,116982306,228778550,616284099,142666667,46069880,19253222,0,820663471,63545993,0,98085977,10602556,883055,0,0,5544190,29990833,3340628,0,55166668,243823408,618425903,113156194,70745333,117535556,51036111,13953153
2018-02-15,4802966,139163667,117549973,217507298,516758263,149719444,57721064,18202833,0,820782072,61588412,172032,54589835,10067083,933611,0,11221,29307102,0,740000,0,57002780,237515344,587316285,121810361,62022972,119740000,48255556,67771
2018-02-16,9825582,142423833,116790945,228778570,484165855,149763889,61361042,18807833,0,821191238,68083295,0,0,7244806,926111,0,5347556,9748144,13235000,0,0,54969444,232533728,586380000,121810361,58844889,120755556,49325000,25460099
2018-02-17,8753220,151643167,115345945,219733169,586180736,148730556,61740300,19679167,0,820770103,69266641,0,0,0,0,0,0,14491379,0,354442,0,55024999,234590448,582130000,121810361,56744444,116395556,38433333,73738
2018-02-18,4232134,96363361,115003834,228778574,562080971,130227778,47603555,10296667,0,820601104,65764300,0,0,0,0,0,0,8072500,0,3370349,0,54947222,233990176,650464583,261209111,56590667,94724444,35405556,64088
2018-02-19,21486298,100587139,112059889,220609405,453900267,130586111,3395459,18053417,15003463,820544238,46536170,0,0,1681083,883611,0,11578027,32990425,13385000,0,70428528,55019446,234992368,553919306,250001500,80786861,87284444,49875000,13942361
2018-02-20,22659597,147910278,117579445,194893089,461090317,150291667,28436608,18802750,0,820308573,50406382,0,0,0,0,0,0,11666515,0,0,0,54994443,231249744,582091840,244330417,58041444,79942222,59127778,24185985
2018-02-21,19414438,147767611,111207945,203519311,505820067,163313889,40746707,18704333,36119099,800276369,64648480,0,0,0,0,0,0,101417411,34085833,0,0,64055557,233919504,627399722,242142889,56184389,89515556,57886111,35685470
2018-02-22,69268084,152008056,114945723,156109166,299387699,165775000,64034098,11020472,10526695,821846128,72002725,0,0,10049694,0,17639993,0,96243853,41009719,0,0,71927778,231607488,639597014,241263306,69099244,86428889,51788889,47564161
2018-02-23,79368009,151861417,112693889,150299090,275950870,165233333,65256648,0,0,813339019,69206978,0,0,10155500,17599993,0,0,129823266,38028056,849906,53944083,64988891,234972304,623630000,241263306,68041167,96133333,53897222,92084696
2018-02-24,58019232,145643389,96819528,76636761,281608491,0,62511784,0,0,742134348,65482229,0,0,0,0,0,0,73170643,13938611,3124585,67601111,54988889,232307984,5.42e+08,241263306,81193861,118831111,52025000,106542471
2018-02-25,56219170,150292528,105710945,60821168,284257896,164822222,52406341,12120667,0,798774189,58025075,0,0,1041361,0,0,10244551,73170643,30111944,2322562,0,55072221,228355296,538598264,240306750,73103500,95664444,54252778,102122247
2018-02-26,218348066,149476389,112393000,130625827,256274397,164433333,55474877,15995611,130467590,822549285,55956069,0,0,10086806,38129430,0,238318928,132198034,35204444,863367,58577167,68283335,221951216,534405451,199652417,71348417,114280000,5.3e+07,225035191
2018-02-27,232211271,147001111,86310084,113279433,100627764,156733333,61990946,5096667,236453781,823961074,49273348,0,237994035,10347028,44650539,0,238332592,132198034,37029164,0,0,128208334,212723760,576945069,197530389,59740333,111853333,50325000,173068415
2018-02-28,252863870,109917972,38333528,114471175,248311221,138686111,11436197,18520972,250485184,692137752,56059009,74080256,409717486,10277444,28459434,0,238314384,135698034,37960003,1495781,0,192455563,125868520,539356111,188729167,48504139,69191111,50202778,187095866
2018-03-01,261944398,107923444,45883333,331162325,557650384,142475000,21239752,18586306,252383575,828490130,55001595,80011264,279099216,10241944,30935266,0,246606496,1.3e+08,37895833,4390669,0,65030556,95275016,525948507,99195528,42301611,67944444,45977778,197398591
2018-03-02,235660868,114542639,42433694,470721589,716261025,148697222,13685082,19307417,469188889,819280665,45600000,56093333,84188889,9640000,28001656,0,249582944,130000005,33992500,2405620,0,74911111,81972312,554500000,93531699,40771556,51215556,45305556,183893178
2018-03-03,94311111,96707722,51367417,351998995,532922769,143744444,26594001,19327667,0,824669563,47110614,0,10833,8368889,22838047,0,117227520,121668870,29940556,0,0,72011111,121336096,558690000,197731943,41679833,48951111,45030556,181130014
2018-03-04,32305356,78190444,73713945,334998444,553826677,136600000,66190071,9397778,0,817709154,40067186,0,0,6588222,22837491,0,52756480,52988342,29002222,314579,75193611,68161112,116174904,557289271,197731943,38435778,79704444,35408333,64739736
2018-03-05,25649315,130431528,82464111,306515307,454363348,154097222,32667623,18509028,0,821157181,53571204,0,0,5229444,0,0,20343468,93582780,26011389,0,0,55052778,136231552,540342049,260928889,43075556,71615556,42708333,54228768
2018-03-06,128839633,141411778,71717167,162755547,255023554,149244444,62983464,19050639,21122694,826882699,58634144,0,0,7985444,2076944,0,90844736,130404943,23992778,878406,0,54947222,151936784,554531979,280019389,53420861,93284444,56463889,53031300
2018-03-07,116080855,151607750,71821361,181056848,266181660,149477778,71172182,6226778,0,818949647,57764926,0,0,7978944,24927213,0,76299376,123133875,0,0,0,55008333,162176736,454531771,270589806,64841528,108555556,56405556,101643419
2018-03-08,111482041,148037778,71612389,239274064,281593661,149955556,75291100,5420944,0,825665762,59788218,0,0,7835583,12445829,0,96597344,105400000,22939444,0,0,55005557,178795568,543926146,252205528,48772222,106333333,51616667,59166989
2018-03-09,71488787,120089833,70773417,204271424,257982857,0,71642504,12516167,0,829373115,69804762,0,0,7694250,2070277,0,52870264,82604166,21998889,0,0,55008333,203416608,575830000,252205528,71365417,112895556,50138889,34147450
2018-03-10,15544691,107666806,72850361,211798420,307650162,131061111,70406478,18153250,0,828112694,69839412,0,0,7735028,0,0,0,11806218,21977778,3668926,0,54997224,194287088,0,0,74947083,105668889,50222222,1363041
2018-03-11,3011473,130052222,80828861,188515396,311542337,150983333,69413711,7580361,0,828466828,63778866,581632,0,7505306,0,0,0,13503478,20982222,4074459,0,54950002,198323216,623819028,234624972,79699444,103420000,49663889,21133
2018-03-12,4412404,128203083,90568695,226496117,342357780,155697222,71400706,0,0,828009460,70941017,0,0,7335583,2246110,0,0,8547904,20994167,1370000,0,55033332,206887120,630466181,234764000,75362222,101375556,45419444,12987535
2018-03-13,4615873,122661944,96895250,277201832,447272230,157572222,52257270,0,0,827141824,65526678,0,0,7202389,880555,0,0,10257485,18937500,2613732,0,55005557,196046992,596800000,234003000,79063167,84844444,51391667,45190
2018-03-14,8585109,129487194,75974695,173752402,364523562,154355556,56799683,0,0,829829499,64098114,0,0,6872194,876944,0,0,7639875,17953056,173077,0,54963888,194751312,624126771,227779250,67798417,67844444,42305556,45473
2018-03-15,14263147,130555139,101496028,187063284,241380796,148550000,60796951,0,0,827147855,71941183,0,0,6641500,879444,0,0,14922187,17943889,3069214,0,54977777,182449936,607370365,233665250,56906444,71600000,1438889,4146317
2018-03-16,37478,126877806,106646973,170596315,328289174,150913889,178,0,0,826800236,73808278,0,0,6605167,12334440,0,13653,1282186,12402222,3029276,0,54913890,195179216,640500000,234040484,55290806,85635556,0,10010907
2018-03-17,98671458,47232667,95273778,89737273,281815499,123563889,47345361,0,0,827023268,73337736,0,0,5853333,22842956,0,89233640,66189492,10624722,0,0,54966667,214341072,608720000,234040484,61233000,95915556,12272222,112821662
2018-03-18,232426837,48136278,93306972,174887718,262314662,143058333,33163679,0,0,823603084,70807775,0,61592714,5823611,22832491,0,238314400,124286796,14648611,368889,0,54924999,206398416,606259618,221463917,73473861,99973333,30455556,163860835
2018-03-19,215203104,60904750,95314278,224787511,378472654,145733333,30539851,0,37750603,818253163,55073901,376832,65655514,5848000,22831380,0,238328048,112760575,14995833,158217,0,55027779,180881888,528581927,224477639,73474722,100271111,34572222,121238519
2018-03-20,198996009,98797250,100221806,173034114,110790106,151458333,30120015,0,98377037,823783447,69116932,0,91054496,5594167,22851102,0,225566720,127100786,16011111,0,0,57941666,165485984,460716563,249436667,75637556,98275556,41388889,176586158
2018-03-21,93348002,127444167,111431639,81892972,89773704,147894444,67880712,0,94598679,815638462,74721003,0,0,5379000,23775824,0,148338896,88234149,15997222,0,0,58000001,196955776,448984028,248869500,78234667,96515556,39347222,74241766
2018-03-22,90292241,151175528,88642945,31929009,25536689,146038889,71648898,0,80502159,797321682,71046989,0,0,5051194,876666,0,109117440,96556724,15995000,1433851,0,62022222,198505360,438509609,253316000,79717472,95320000,32961111,67765268
2018-03-23,18047509,149786944,102781417,66360450,72197212,144911111,39788447,0,96718407,820556487,68637797,0,0,4110444,880833,0,0,37151392,15922500,0,0,63952777,187270928,462160000,253316000,81180333,96795556,35852778,23398103
2018-03-24,8409864,142482194,113486111,165820355,230375289,142980556,46547253,0,37161652,687921576,67284172,0,78059678,2727667,6313886,0,0,25434783,9277222,9707659,0,72005556,193319344,399370000,253316000,78950833,101533333,41955556,1257618
2018-03-25,7617029,148582500,212035835,95993073,220843039,143202778,46207923,0,36119278,805493048,69600456,0,67255556,0,878889,0,0,1055056,13049167,8605417,0,212027774,214887648,323536503,258882472,87274389,95635556,45486111,923228
2018-03-26,1124830,147673917,108730723,121205284,225640625,145425000,41715983,0,0,826821570,70054053,0,84719190,0,2073333,0,0,7004397,15991944,2546038,0,191977776,219341008,227213785,254661528,90983000,95782222,44455556,2682912
2018-03-27,122764482,144649944,90514889,48049133,37411612,145508333,37714085,0,26383408,793642053,69119563,319488,35186589,5118194,23730269,0,57553356,95602163,15994722,4380739,0,204905548,207834144,241522457,242979639,92592778,86520000,10452778,57616906
2018-03-28,40120319,146814222,94206111,104963044,162708138,145977778,25311795,0,75653511,824855323,65394071,22503424,19178646,3987889,898611,0,165901664,63015147,12436389,3561285,0,197043237,210623424,407395556,252512556,87419944,90457778,13888889,48067439
2018-03-29,33908127,145881111,87070417,179504584,104920400,146830556,38508509,0,36071186,821792674,61440463,16384,35217115,4792306,23739713,0,86161640,15526065,14732500,812248,0,208530562,198493504,448119740,256811889,79962139,84924444,21297222,30677778
2018-03-30,9891148,143952361,87072334,89141221,296968565,145613889,63137062,0,44613472,827724486,61888540,0,0,765944,0,0,0,13595659,3750833,1426524,0,225005561,205601264,469260000,256811889,77278583,84142222,29483333,4559294
2018-03-31,6136115,147485278,88346222,118444525,305007309,145327778,65189679,0,44647091,813835036,70395007,212992,0,0,0,0,0,8792130,5021944,2799159,0,215016666,200494320,479600000,256811889,79531639,89902222,34375000,5159951
2018-04-01,54759115,146524500,97253528,82724724,102957509,143561111,66709143,0,90531822,801016461,74169033,64641120,0,4702417,22855269,0,0,49854164,0,2986219,0,54994443,188064224,303694036,257085389,77736833,85404444,35569444,36616347
2018-04-02,46226034,146976944,107684223,81718719,111863961,143277778,68103469,0,104000717,804058752,64456188,0,46445096,4775639,22884158,0,66063932,27085368,12015000,2550000,0,55104443,197815840,306920451,256890722,66444444,83395556,31827778,41192126
2018-04-03,6888286,140810889,100916278,30358358,62922615,144494444,69852433,0,81272163,822196189,61529829,0,92083009,4793722,12138329,0,0,0,7273889,9425373,0,54990517,207605888,386961233,259896222,73679222,86262222,37286111,9283263
2018-04-04,7446300,148875000,111616000,28670673,112528,144491667,70507957,0,182896469,826976712,67735475,0,133227950,4788278,11681384,0,0,0,11005000,2304707,0,54877777,210020624,346346354,265443028,77309472,84342222,31527778,8835230
2018-04-05,23862669,159249667,102765806,8646647,272648,156650000,71998579,0,155186386,721188367,67549006,253952,181812241,4819778,16489160,0,128901120,21666666,11001944,510254,0,54900000,207103776,311498233,265056139,60822722,78937778,28438889,18524090
2018-04-06,19926899,161522500,101298778,0,261573,158611111,70853762,0,132654831,710328671,69389433,0,94698738,4830250,2059166,0,34465564,0,5223056,0,0,55019446,214581168,283350000,323318038,56930750,73408889,29888889,8842805
2018-04-07,19664010,166043972,103351698,3379129,272696,163436111,63651256,0,97414200,737256049,68748398,0,84223560,4764833,0,0,27456856,732679,0,707102,0,55016666,202937320,289590000,323557031,69668694,73075556,32652778,5630542
2018-04-08,11594359,169873972,109035500,25241241,272696,163177778,54763197,0,85431686,806837638,67825971,0,78723306,4781000,0,0,0,732679,2989167,2226178,0,54991667,202806000,304901450,336951500,73339667,82560000,35238889,8864310
2018-04-09,25677849,156378000,85385945,34768769,29722983,156680556,57038854,0,164047653,670354598,70863486,0,161084739,4832139,3496665,0,43540480,1880923,6417500,0,0,5.5e+07,193908960,315703168,331212500,79661778,84022222,36569444,3712602
2018-04-10,28672261,163283583,89817167,9086086,12865013,155638889,58039502,0,78434410,781853953,72727386,0,62508621,4776972,2063610,0,41210312,16863234,0,175054,0,54991667,198286080,448832726,316671028,83768639,84262222,49880556,84407
2018-04-11,16874297,163374583,93501472,32976977,39025872,155555556,45718098,0,117094025,827645000,74044194,0,228537399,4549139,2055277,0,19938418,8792160,0,0,0,55013890,204654880,468735920,267626750,84059694,78853333,55122222,43240
2018-04-12,2010019,156008750,81643167,98521522,95964879,141025000,53649354,0,126807198,815090276,74115992,0,175753203,724750,893889,0,79639888,12500050,0,1630662,0,54844445,212406832,401449497,265624278,83634028,63146667,53866667,9242095
2018-04-13,4132169,133292472,70415083,134294294,136549987,118455556,72111111,0,148964645,754537343,73934139,368640,142369529,3846000,2933332,0,73268344,7200006,4093889,0,0,55013890,214843104,383890000,265624278,78009778,57582222,58125000,44788
2018-04-14,58160,151521306,81320417,13607608,82230148,136338889,67720553,0,21282797,733072972,66979097,0,0,0,0,0,0,6016340,0,1622590,0,54919446,214843104,330007000,265624278,79319778,68355556,46894444,0
2018-04-15,28070049,155955861,90035722,14129129,85758832,142761111,53968006,0,12039276,568022338,73152783,0,0,0,0,0,0,4998500,0,2707428,0,55047222,216601600,260376016,246334667,79337361,85862222,59875000,115790
2018-04-16,41918125,155639389,88850328,13992993,8317646,142658333,0,0,36123177,538329829,73166592,0,0,0,881111,0,0,18758124,0,594872,0,55002776,215289328,259658859,252929722,90912750,90226667,57330556,2974461
2018-04-17,20785853,159600972,93597778,4404404,2222253,143377778,10720562,0,65107048,374274992,74434806,0,0,0,1183888,0,17198650,6656629,0,4909238,81493028,54980554,210330816,298541645,256129444,98593083,89671111,52730556,45011
2018-04-18,11304203,154305472,91999528,0,3917874,142072222,50649631,0,11292946,412378612,71424328,0,0,0,1080277,0,0,0,0,10489420,0,5.5e+07,217000224,295815595,255491028,92259361,81706667,43933333,57162
2018-04-19,27449451,158649250,87238139,0,2902411,141522222,52169052,0,0,370275602,70099078,0,0,0,878611,0,0,10379599,0,13197943,0,55019446,209917424,311153429,239473361,92327583,72648889,52391667,44138
2018-04-20,7602479,161346083,89266778,0,0,141275000,36444710,0,25586132,348059205,67683811,0,0,3673111,0,0,23438222,0,0,0,0,55008333,209917424,324850000,239473361,92386083,71360000,62716667,46138
2018-04-21,2957583,147612944,91832472,0,17719035,133172222,15688450,0,0,360487307,60579331,0,0,0,0,0,0,0,0,13366088,0,54986110,209917424,355130000,239473361,82044972,70595556,59388889,90705
2018-04-22,10038880,140310417,94204528,0,22936369,127044444,0,0,0,396890036,68865294,180224,0,0,0,0,0,0,0,13004867,0,55036112,167141792,329020043,239473361,84452278,75342222,50261111,6209935
2018-04-23,13259906,160516056,96466889,0,5303905,141422222,0,0,0,465827685,70322317,0,0,0,0,0,0,7693114,0,8576122,0,55002776,202919392,325369783,243129972,75402639,88577778,43530556,5956970
2018-04-24,7576924,159387472,95039222,0,774846,142144444,0,0,22725555,495130256,72222606,0,0,4661361,923055,0,11555272,0,0,0,0,54994443,204908240,327103507,247034778,87116111,89662222,61813889,16363248
2018-04-25,641092,150947611,118416667,0,880376,150349083,0,0,22933998,503955965,74097778,0,0,0,933333,0,0,0,0,3657303,0,64011112,144637072,330655339,246980917,89549417,86848889,57077778,16419813
2018-04-26,15806549,147175528,92844611,0,7557278,152639806,0,0,13401646,511389832,74003839,0,0,4781778,12549995,0,0,0,0,2500000,0,72000003,144637072,336355972,243253722,90694389,89920000,51761111,10719047
2018-04-27,30465423,143196722,94390695,7571572,7238702,156400000,0,0,36127819,750838587,71554325,0,0,4781639,24613602,0,94799656,22038941,0,426696,69421556,71927778,144637072,336355972,243253722,85264111,86977778,52875000,75135616
2018-04-28,15832046,142422944,93822500,18168168,3364254,155616667,0,0,43768024,743349352,70688678,0,0,2990917,0,0,54331168,732678,15963333,1559912,0,55005557,205656064,331290000,243253722,83591500,83431111,55583333,12567004
2018-04-29,25396868,144710278,91384278,18168168,3364254,150758333,0,7887667,36131683,761418069,68075356,0,0,3351972,0,0,23870576,732678,0,3433148,0,5.5e+07,211877888,324117917,231892194,77752972,87400000,52772222,12855129
2018-04-30,79070844,143948611,89846167,18168168,1921917,149822222,0,17453000,47835732,771065181,63612274,1835008,18495178,4559639,22849714,0,161400624,47755151,0,2631812,0,54950002,223403120,258587326,221266083,73376417,83391111,51733333,113106373
2018-05-01,20589586,140595417,91926834,5344344,8055210,154652778,0,18123028,24094738,672961750,65654454,0,0,4528611,18468326,0,60962136,2,0,2318843,0,55153332,229540992,241602708,235148139,60812806,76035556,45355556,42333169
2018-05-02,90346716,136334083,88159667,11339339,1583496,159638889,0,7887667,36116123,689612796,52526783,0,0,2332611,22834991,0,185389536,18751223,0,1155687,0,55011110,228194832,118162839,235148139,77315083,74280000,58352778,54698143
2018-05-03,50886812,146710528,92043861,7333333,0,157769444,0,18451056,81555458,517082345,35854456,27288889,0,4492250,5704442,0,238314384,18316910,0,3579866,0,55005557,234820048,49516693,246991167,82324333,81417778,51133333,33482526
2018-05-04,16531992,143190444,77359639,8304,4091245,156955556,0,16614444,116281372,493352573,30867414,2097152,0,4225083,22858880,0,115689232,229,0,6914285,0,5.5e+07,234820048,49516693,246991167,62920944,80280000,45250000,25649410
2018-05-05,6720459,134178528,88049334,4584,2896967,155483333,0,18110993,36109093,489162795,60922931,0,0,3217333,0,0,0,122113,0,9294372,63525667,54986110,234820048,0,0,53419333,79542222,46866667,13492355
2018-05-06,3479633,141516472,73731056,4584,29099,0,0,17467194,36084511,526700205,65784989,0,0,3215833,0,0,0,4677295,0,625000,0,55013890,238201552,157310000,83235111,67162028,82941667,44975000,13489300
2018-05-07,14978006,145231722,86062611,4584,29099,27316667,0,17465861,36116165,553497953,65415656,0,0,2552528,12054718,0,0,5893063,0,6727165,0,54994443,238201552,170677639,145231722,66556556,92565556,36055556,13489978
2018-05-08,21545371,166536583,94213972,8280,24024,116383333,0,17359556,10535195,562248399,41958558,0,0,3115889,0,0,0,11810761,0,8689749,0,55002776,208880608,172243802,145231722,66188194,82311111,42675000,2078555
2018-05-09,12232824,148356639,94063556,8208,1599233,141563889,0,5097139,0,598539924,0,0,0,0,0,0,0,674078,0,7938946,0,54980554,191723168,166988333,145231722,82044972,87408889,51147222,9237722
2018-05-10,12596408,147324528,91614361,0,0,149175000,0,84944,29806025,529384756,56498972,0,0,0,8034441,0,0,732725,0,8347359,0,54952778,191636688,213657309,255271667,67447167,86431111,55386111,9833300
2018-05-11,16030608,149181417,88207278,0,296375,150269444,0,3279028,0,493908120,68813518,499712,0,0,9144441,0,0,18023866,0,4963890,0,71941664,219858256,217900000,255271667,69273417,88208889,56516667,6583498
2018-05-12,11914784,148563306,87283084,8088,0,150144444,0,4154583,0,537339512,67759671,0,0,0,0,0,51960040,732681,0,5334402,0,71966663,212934256,226980000,255271667,80379667,89471111,50444444,20489197
2018-05-13,3863152,115732667,83644861,8088,2045563,124369444,0,17540722,0,517508759,69830319,0,0,0,0,0,0,2790280,0,7509737,0,72008336,230728576,226300521,251048722,82086750,86840000,54352778,26384537
2018-05-14,9296742,131377361,1564555,0,441959,129411111,0,18109083,0,447347122,69936856,0,0,0,16157772,0,107447192,21980357,0,13219615,0,54977777,239970624,224074219,261036389,81189806,95275556,52186111,36843022
2018-05-15,7126076,152816806,0,8280,0,138569444,0,18990056,0,408352910,66962265,0,0,0,0,0,106882848,11417556,0,12500077,0,54977777,236632160,224847448,258838056,78863111,91360000,48408333,5455308
2018-05-16,8270637,153118833,40482472,8280,404364,144408333,0,18934583,0,400479519,63266892,0,0,0,0,0,106882848,7326776,0,15750314,0,55008333,239356512,226894931,254213806,72188556,91617778,48933333,6166858
2018-05-17,7958226,152755528,59341444,8280,294006,146713889,0,17612611,28568773,393796032,61694729,0,0,0,18269715,0,128204808,50128742,0,18120759,0,55002776,237791520,226602031,253061583,66514139,91742222,50919444,7714300
2018-05-18,4396473,149100250,55455111,3672,502547,148236111,0,18202083,27094702,433449086,61835198,0,0,0,8814441,0,63451592,70344160,0,10158336,0,54863887,244576979,227470000,255625535,77624694,78942222,50930556,6283580
2018-05-19,6075119,145089111,75489445,8304,0,149469444,0,18549583,31604652,416497781,61917528,0,0,0,0,0,107055800,10352098,0,12998172,0,54983334,221776758,227610000,263665736,75721139,67533333,47244444,336973
